tid,sid,strategy_name,trader_code,holding_days,last_check,open_price,open_date,long_short,shares,close_date,close_price,pnl,tax,fee
91456,6449,ITFollow,001,30,2022-12-16,63.332185133429704,2018-05-30,long,1.0,2018-07-11,54.320490806143255,-14.65,162.96,100.59
91457,6449,ITFollow,001,30,2022-12-16,56.874871651305014,2021-01-13,long,1.0,2021-03-05,53.00958911189594,-7.24,159.03,93.95
91458,6449,ITFollow,001,0,2022-12-16,,,,,,,,,
91459,6451,ITFollow,001,0,2022-12-16,,,,,,,,,
91460,6456,ITFollow,001,0,2022-12-16,,,,,,,,,
91461,6464,ITFollow,001,0,2022-12-16,,,,,,,,,
91462,6477,ITFollow,001,30,2022-12-16,34.487731820551,2020-07-17,long,1.0,2020-08-27,35.5642313981879,2.64,106.69,59.89
91463,6477,ITFollow,001,30,2022-12-16,39.183386560825745,2020-09-03,long,1.0,2020-10-19,53.94953962438815,37.07,161.85,79.63
91464,6477,ITFollow,001,30,2022-12-16,64.46921729712216,2020-11-26,long,1.0,2021-01-07,64.56572810145917,-0.32,193.7,110.32
91465,6477,ITFollow,001,0,2022-12-16,,,,,,,,,
91466,6491,ITFollow,001,30,2022-12-16,160.71204716700012,2020-06-05,long,1.0,2020-07-20,179.64790770933547,11.27,538.94,291.01
91467,6491,ITFollow,001,30,2022-12-16,270.44293133540504,2021-02-17,long,1.0,2021-03-31,378.2316759610063,39.23,1134.7,554.62
91468,6491,ITFollow,001,30,2022-12-16,618.305325443787,2021-06-22,long,1.0,2021-08-02,438.9869822485207,-29.36,1316.96,903.98
91469,6491,ITFollow,001,30,2022-12-16,431.14792899408286,2022-01-06,long,1.0,2022-02-25,437.5171597633136,1.0,1312.55,742.71
91470,6491,ITFollow,001,30,2022-12-16,452.5,2022-07-29,long,1.0,2022-09-08,407.0,-10.49,1221.0,734.87
91471,6491,ITFollow,001,16,2022-12-16,362.0,2022-11-25,long,1.0,,,14.8,,
91472,6504,ITFollow,001,30,2022-12-16,68.94746755786298,2013-06-05,long,1.0,2013-07-17,132.41566617073025,91.23,397.25,172.17
91473,6504,ITFollow,001,30,2022-12-16,109.58537889991469,2013-09-05,long,1.0,2013-10-18,97.40922568881305,-11.54,292.23,176.98
91474,6504,ITFollow,001,30,2022-12-16,140.92393611313386,2015-04-24,long,1.0,2015-06-05,141.6961220644387,0.07,425.09,241.64
91475,6504,ITFollow,001,30,2022-12-16,144.38580625093223,2015-11-02,long,1.0,2015-12-11,138.50051523526923,-4.53,415.5,241.87
91476,6504,ITFollow,001,30,2022-12-16,116.52876211012736,2016-04-11,long,1.0,2016-05-23,114.5669984382397,-2.15,343.7,197.59
91477,6504,ITFollow,001,30,2022-12-16,157.59992398905442,2020-04-20,long,1.0,2020-06-01,225.14274855579202,42.22,675.43,327.24
91478,6504,ITFollow,001,30,2022-12-16,221.61109759805413,2020-06-02,long,1.0,2020-07-15,231.7645941015506,4.09,695.29,387.64
91479,6504,ITFollow,001,30,2022-12-16,255.73736263736265,2020-08-05,long,1.0,2020-09-15,223.37692307692308,-13.08,670.13,409.64
91480,6504,ITFollow,001,0,2022-12-16,,,,,,,,,
91481,6505,ITFollow,001,0,2022-12-16,,,,,,,,,
91482,6515,ITFollow,001,30,2022-12-16,366.08140495867764,2021-11-12,long,1.0,2021-12-23,380.14280991735535,3.36,1140.43,638.02
91483,6515,ITFollow,001,30,2022-12-16,411.6597520661157,2021-12-28,long,1.0,2022-02-17,378.2033057851239,-8.57,1134.61,675.33
91484,6515,ITFollow,001,30,2022-12-16,431.5396694214876,2022-06-10,long,1.0,2022-07-21,375.0,-13.52,1125.0,689.59
91485,6515,ITFollow,001,18,2022-12-16,378.0,2022-11-23,long,1.0,,,13.5,,
91486,6525,ITFollow,001,0,2022-12-16,,,,,,,,,
91487,6531,ITFollow,001,30,2022-12-16,95.86561448178611,2018-03-16,long,1.0,2018-04-30,71.98797531919308,-25.28,215.96,143.51
91488,6531,ITFollow,001,30,2022-12-16,79.44418977888756,2018-06-01,long,1.0,2018-07-13,75.18349580191929,-5.81,225.55,132.21
91489,6531,ITFollow,001,30,2022-12-16,235.83691348781684,2020-06-02,long,1.0,2020-07-15,426.3391237693867,79.99,1279.02,566.16
91490,6531,ITFollow,001,30,2022-12-16,380.5221364864775,2020-07-21,long,1.0,2020-08-31,310.82073629102626,-18.72,932.46,591.1
91491,6531,ITFollow,001,30,2022-12-16,439.8862675347339,2021-01-06,long,1.0,2021-02-25,705.7515940667159,59.74,2117.25,979.52
91492,6531,ITFollow,001,30,2022-12-16,875.9054030471844,2021-03-30,long,1.0,2021-05-13,589.7376333982147,-33.02,1769.21,1253.12
91493,6531,ITFollow,001,30,2022-12-16,661.663829787234,2021-09-07,long,1.0,2021-10-21,399.531914893617,-39.94,1198.6,907.32
91494,6531,ITFollow,001,0,2022-12-16,,,,,,,,,
91495,6533,ITFollow,001,30,2022-12-16,362.0,2022-08-26,long,1.0,2022-10-07,418.5,15.08,1255.5,667.33
91496,6533,ITFollow,001,28,2022-12-16,420.5,2022-11-09,long,1.0,,,25.47,,
91497,6541,ITFollow,001,0,2022-12-16,,,,,,,,,
91498,6550,ITFollow,001,0,2022-12-16,,,,,,,,,
91499,6552,ITFollow,001,0,2022-12-16,,,,,,,,,
91500,6558,ITFollow,001,30,2022-12-16,43.05693033740872,2019-01-10,long,1.0,2019-03-05,69.66514571445906,61.09,209.0,96.38
91501,6558,ITFollow,001,30,2022-12-16,67.92351707159759,2019-03-06,long,1.0,2019-04-18,60.27970247237221,-11.68,180.84,109.61
91502,6558,ITFollow,001,30,2022-12-16,66.66567416286429,2019-07-02,long,1.0,2019-08-13,62.40835970253624,-6.83,187.23,110.36
91503,6558,ITFollow,001,30,2022-12-16,78.85707466289462,2019-11-04,long,1.0,2019-12-13,66.37540272238736,-16.24,199.13,124.17
91504,6558,ITFollow,001,0,2022-12-16,,,,,,,,,
91505,6573,ITFollow,001,0,2022-12-16,,,,,,,,,
91506,6579,ITFollow,001,0,2022-12-16,,,,,,,,,
91507,6581,ITFollow,001,0,2022-12-16,,,,,,,,,
91508,6582,ITFollow,001,0,2022-12-16,,,,,,,,,
91509,6585,ITFollow,001,0,2022-12-16,,,,,,,,,
91510,6591,ITFollow,001,0,2022-12-16,,,,,,,,,
91511,6592,ITFollow,001,0,2022-12-16,,,,,,,,,
91512,6598,ITFollow,001,30,2022-12-16,114.0,2020-08-19,long,1.0,2020-09-29,107.5,-6.15,322.5,189.38
91513,6598,ITFollow,001,0,2022-12-16,,,,,,,,,
91514,6605,ITFollow,001,0,2022-12-16,,,,,,,,,
91515,6625,ITFollow,001,0,2022-12-16,,,,,,,,,
91516,6641,ITFollow,001,0,2022-12-16,,,,,,,,,
91517,6655,ITFollow,001,0,2022-12-16,,,,,,,,,
91518,6666,ITFollow,001,30,2022-12-16,150.6576634908889,2018-11-28,long,1.0,2019-01-09,162.31569697530293,7.24,486.95,267.59
91519,6666,ITFollow,001,0,2022-12-16,,,,,,,,,
91520,6668,ITFollow,001,30,2022-12-16,85.27880723058972,2019-12-26,long,1.0,2020-02-17,74.86522350936258,-12.64,224.6,136.92
91521,6668,ITFollow,001,0,2022-12-16,,,,,,,,,
91522,6669,ITFollow,001,0,2022-12-16,,,,,,,,,
91523,6670,ITFollow,001,0,2022-12-16,,,,,,,,,
91524,6671,ITFollow,001,0,2022-12-16,,,,,,,,,
91525,6672,ITFollow,001,30,2022-12-16,136.9189189189189,2021-07-02,long,1.0,2021-08-12,147.94594594594594,7.55,443.84,243.56
91526,6672,ITFollow,001,0,2022-12-16,,,,,,,,,
91527,6674,ITFollow,001,0,2022-12-16,,,,,,,,,
91528,6689,ITFollow,001,0,2022-12-16,,,,,,,,,
91529,6691,ITFollow,001,0,2022-12-16,,,,,,,,,
91530,6695,ITFollow,001,0,2022-12-16,,,,,,,,,
91531,6698,ITFollow,001,30,2022-12-16,96.34478672985783,2019-12-24,long,1.0,2020-02-13,70.8504739336493,-26.83,212.55,142.95
91532,6698,ITFollow,001,30,2022-12-16,56.7,2021-12-29,long,1.0,2022-02-18,47.35,-16.9,142.05,88.96
91533,6698,ITFollow,001,0,2022-12-16,,,,,,,,,
91534,6706,ITFollow,001,30,2022-12-16,87.96890812908566,2019-12-25,long,1.0,2020-02-14,95.52179418057281,8.08,286.57,156.88
91535,6706,ITFollow,001,30,2022-12-16,103.51896764685333,2020-05-08,long,1.0,2020-06-18,139.06196083032228,33.73,417.19,207.41
91536,6706,ITFollow,001,30,2022-12-16,144.837697222636,2020-06-22,long,1.0,2020-08-04,136.84052375635548,-5.97,410.52,240.83
91537,6706,ITFollow,001,30,2022-12-16,141.72768531908244,2020-08-27,long,1.0,2020-10-12,130.6204999492484,-8.28,391.86,232.86
91538,6706,ITFollow,001,30,2022-12-16,159.9434693256103,2020-12-09,long,1.0,2021-01-20,143.06054756346253,-10.99,429.18,259.07
91539,6706,ITFollow,001,30,2022-12-16,156.11021179009848,2021-03-17,long,1.0,2021-04-29,166.90745986779982,6.42,500.72,276.18
91540,6706,ITFollow,001,30,2022-12-16,154.31067044381493,2021-06-03,long,1.0,2021-07-15,162.85849183866182,5.05,488.58,271.18
91541,6706,ITFollow,001,30,2022-12-16,181.30379063806825,2021-07-27,long,1.0,2021-09-06,179.0543639552138,-1.71,537.16,308.11
91542,6706,ITFollow,001,30,2022-12-16,207.14285714285714,2021-11-02,long,1.0,2021-12-13,199.3174603174603,-4.23,597.95,347.52
91543,6706,ITFollow,001,30,2022-12-16,221.87301587301587,2022-01-11,long,1.0,2022-03-03,194.25396825396825,-12.87,582.76,355.79
91544,6706,ITFollow,001,0,2022-12-16,,,,,,,,,
91545,6715,ITFollow,001,0,2022-12-16,,,,,,,,,
91546,6719,ITFollow,001,30,2022-12-16,950.0,2022-01-24,long,1.0,2022-03-16,549.0,-42.52,1647.0,1281.64
91547,6719,ITFollow,001,30,2022-12-16,591.0,2022-04-15,long,1.0,2022-05-27,507.0,-14.63,1521.0,938.79
91548,6719,ITFollow,001,30,2022-12-16,560.0,2022-05-31,long,1.0,2022-07-12,330.5,-41.3,991.5,761.38
91549,6719,ITFollow,001,30,2022-12-16,317.5,2022-08-17,long,1.0,2022-09-28,235.5,-26.2,706.5,472.82
91550,6719,ITFollow,001,0,2022-12-16,,,,,,,,,
91551,6743,ITFollow,001,0,2022-12-16,,,,,,,,,
91552,6754,ITFollow,001,0,2022-12-16,,,,,,,,,
91553,6756,ITFollow,001,30,2022-12-16,350.42033898305084,2021-06-21,long,1.0,2021-07-30,469.660593220339,33.43,1408.98,701.17
91554,6756,ITFollow,001,30,2022-12-16,476.96101694915257,2021-09-02,long,1.0,2021-10-18,398.1164406779661,-16.94,1194.35,748.19
91555,6756,ITFollow,001,30,2022-12-16,515.8966101694915,2021-11-17,long,1.0,2021-12-28,502.2691525423729,-3.1,1506.81,870.53
91556,6756,ITFollow,001,30,2022-12-16,438.5121186440678,2022-01-25,long,1.0,2022-03-17,413.20398305084746,-6.22,1239.61,728.22
91557,6756,ITFollow,001,30,2022-12-16,258.0,2022-08-17,long,1.0,2022-09-28,189.5,-26.92,568.5,382.61
91558,6756,ITFollow,001,0,2022-12-16,,,,,,,,,
91559,6768,ITFollow,001,0,2022-12-16,,,,,,,,,
91560,6770,ITFollow,001,0,2022-12-16,,,,,,,,,
91561,6776,ITFollow,001,0,2022-12-16,,,,,,,,,
91562,6781,ITFollow,001,30,2022-12-16,715.4782608695652,2021-04-12,long,1.0,2021-05-24,675.072463768116,-6.1,2025.22,1188.92
91563,6781,ITFollow,001,12,2022-12-16,842.0,2022-12-01,long,1.0,,,-12.54,,
91564,6782,ITFollow,001,9,2022-12-16,324.0,2022-12-06,long,1.0,,,1.83,,
91565,6789,ITFollow,001,0,2022-12-16,,,,,,,,,
91566,6790,ITFollow,001,0,2022-12-16,,,,,,,,,
91567,6792,ITFollow,001,0,2022-12-16,,,,,,,,,
91568,6796,ITFollow,001,0,2022-12-16,,,,,,,,,
91569,6799,ITFollow,001,0,2022-12-16,,,,,,,,,
91570,6806,ITFollow,001,0,2022-12-16,,,,,,,,,
91571,6807,ITFollow,001,0,2022-12-16,,,,,,,,,
91572,6830,ITFollow,001,0,2022-12-16,,,,,,,,,
91573,6834,ITFollow,001,0,2022-12-16,,,,,,,,,
91574,6835,ITFollow,001,0,2022-12-16,,,,,,,,,
91575,6854,ITFollow,001,0,2022-12-16,,,,,,,,,
91576,8011,ITFollow,001,30,2022-12-16,34.618650721806205,2013-08-13,long,1.0,2013-09-25,33.82987133827138,-2.74,101.49,58.52
91577,8011,ITFollow,001,30,2022-12-16,39.53460143384165,2014-03-12,long,1.0,2014-04-23,41.93333006016463,5.57,125.8,69.66
91578,8011,ITFollow,001,30,2022-12-16,46.37542010891088,2014-05-02,long,1.0,2014-06-13,56.05917641517771,20.33,168.18,87.58
91579,8011,ITFollow,001,30,2022-12-16,51.52824456545653,2014-07-11,long,1.0,2014-08-22,37.90456780673413,-26.81,113.71,76.47
91580,8011,ITFollow,001,0,2022-12-16,,,,,,,,,
91581,8016,ITFollow,001,0,2022-12-16,,,,,,,,,
91582,8021,ITFollow,001,0,2022-12-16,,,,,,,,,
91583,8028,ITFollow,001,0,2022-12-16,,,,,,,,,
91584,8033,ITFollow,001,0,2022-12-16,,,,,,,,,
91585,8039,ITFollow,001,0,2022-12-16,,,,,,,,,
91586,8046,ITFollow,001,0,2022-12-16,,,,,,,,,
91587,8070,ITFollow,001,30,2022-12-16,58.09139390690811,2013-05-09,long,1.0,2013-06-20,54.36075393123511,-6.87,163.08,96.15
91588,8070,ITFollow,001,0,2022-12-16,,,,,,,,,
91589,8072,ITFollow,001,0,2022-12-16,,,,,,,,,
91590,8081,ITFollow,001,30,2022-12-16,58.0354556586322,2013-01-07,long,1.0,2013-02-25,49.744676278827605,-14.7,149.23,92.15
91591,8081,ITFollow,001,30,2022-12-16,47.95468490074548,2016-02-23,long,1.0,2016-04-08,44.929355786201796,-6.76,134.79,79.42
91592,8081,ITFollow,001,30,2022-12-16,47.03719067896421,2016-07-15,long,1.0,2016-08-26,44.33946944884714,-6.18,133.02,78.13
91593,8081,ITFollow,001,30,2022-12-16,50.98001401528915,2016-10-07,long,1.0,2016-11-18,48.974016177509796,-4.39,146.92,85.46
91594,8081,ITFollow,001,30,2022-12-16,65.3475157702565,2019-04-15,long,1.0,2019-05-27,70.92596223844913,8.03,212.78,116.51
91595,8081,ITFollow,001,30,2022-12-16,72.36041990169866,2019-06-12,long,1.0,2019-07-23,84.47361794691695,16.2,253.42,134.09
91596,8081,ITFollow,001,30,2022-12-16,102.35221943659761,2019-11-15,long,1.0,2019-12-26,106.54698252826144,3.61,319.64,178.61
91597,8081,ITFollow,001,30,2022-12-16,97.73798003576738,2020-04-09,long,1.0,2020-05-21,124.58446382241594,26.89,373.75,190.09
91598,8081,ITFollow,001,30,2022-12-16,131.29608476907808,2020-05-29,long,1.0,2020-07-13,148.28679949356967,12.42,444.86,239.04
91599,8081,ITFollow,001,30,2022-12-16,148.72551783526663,2020-08-10,long,1.0,2020-09-18,139.51243265963063,-6.64,418.54,246.44
91600,8081,ITFollow,001,30,2022-12-16,187.77145024629533,2021-04-01,long,1.0,2021-05-17,166.71296984484164,-11.64,500.14,303.08
91601,8081,ITFollow,001,30,2022-12-16,201.37171883890082,2021-06-10,long,1.0,2021-07-22,254.017919842535,25.57,762.05,389.36
91602,8081,ITFollow,001,30,2022-12-16,251.82432813405026,2021-07-23,long,1.0,2021-09-02,245.24355300859597,-3.07,735.73,424.99
91603,8081,ITFollow,001,0,2022-12-16,,,,,,,,,
91604,8101,ITFollow,001,0,2022-12-16,,,,,,,,,
91605,8103,ITFollow,001,30,2022-12-16,33.04831862152007,2014-06-27,long,1.0,2014-08-08,32.68683988312998,-1.56,98.06,56.2
91606,8103,ITFollow,001,0,2022-12-16,,,,,,,,,
91607,8104,ITFollow,001,30,2022-12-16,74.17636147443521,2021-12-24,long,1.0,2022-02-15,66.08266349583829,-11.34,198.25,119.92
91608,8104,ITFollow,001,0,2022-12-16,,,,,,,,,
91609,8105,ITFollow,001,0,2022-12-16,,,,,,,,,
91610,8110,ITFollow,001,0,2022-12-16,,,,,,,,,
91611,8112,ITFollow,001,0,2022-12-16,,,,,,,,,
91612,8114,ITFollow,001,30,2022-12-16,53.46056304162128,2013-06-04,long,1.0,2013-07-16,62.9307199232799,17.17,188.79,99.51
91613,8114,ITFollow,001,30,2022-12-16,77.28869971160104,2014-01-02,long,1.0,2014-02-20,107.83759287824176,38.9,323.51,158.28
91614,8114,ITFollow,001,30,2022-12-16,101.11683638158081,2014-03-03,long,1.0,2014-04-14,101.42232531324721,-0.17,304.27,173.17
91615,8114,ITFollow,001,30,2022-12-16,105.39368142491051,2014-04-17,long,1.0,2014-05-29,116.08579403323476,9.63,348.26,189.36
91616,8114,ITFollow,001,30,2022-12-16,115.2928111812109,2015-05-28,long,1.0,2015-07-09,96.44994176378307,-16.75,289.35,181.04
91617,8114,ITFollow,001,30,2022-12-16,122.703007518797,2021-12-20,long,1.0,2022-02-09,110.62593984962406,-10.28,331.88,199.5
91618,8114,ITFollow,001,30,2022-12-16,143.0,2022-08-02,long,1.0,2022-09-13,158.0,9.98,474.0,257.36
91619,8114,ITFollow,001,0,2022-12-16,,,,,,,,,
91620,8131,ITFollow,001,0,2022-12-16,,,,,,,,,
91621,8150,ITFollow,001,0,2022-12-16,,,,,,,,,
91622,8163,ITFollow,001,0,2022-12-16,,,,,,,,,
91623,8201,ITFollow,001,0,2022-12-16,,,,,,,,,
91624,8210,ITFollow,001,0,2022-12-16,,,,,,,,,
91625,8213,ITFollow,001,0,2022-12-16,,,,,,,,,
91626,8215,ITFollow,001,0,2022-12-16,,,,,,,,,
91627,8222,ITFollow,001,30,2022-12-16,21.176076717906202,2015-09-17,long,1.0,2015-11-02,20.824606564911907,-2.12,62.47,35.91
91628,8222,ITFollow,001,30,2022-12-16,28.776618776407805,2016-05-27,long,1.0,2016-07-11,32.4231216137236,12.15,97.27,52.33
91629,8222,ITFollow,001,30,2022-12-16,25.604995555918563,2017-03-08,long,1.0,2017-04-20,22.280838238132645,-13.4,66.84,40.94
91630,8222,ITFollow,001,0,2022-12-16,,,,,,,,,
91631,8249,ITFollow,001,0,2022-12-16,,,,,,,,,
91632,8261,ITFollow,001,30,2022-12-16,30.445542525844147,2017-10-27,long,1.0,2017-12-07,26.07726903300564,-14.76,78.23,48.33
91633,8261,ITFollow,001,30,2022-12-16,45.88941016294833,2018-07-16,long,1.0,2018-08-24,36.97884508276419,-19.81,110.94,70.85
91634,8261,ITFollow,001,30,2022-12-16,40.35307128260609,2020-11-25,long,1.0,2021-01-06,50.453083303281645,24.46,151.36,77.64
91635,8261,ITFollow,001,0,2022-12-16,,,,,,,,,
91636,8271,ITFollow,001,0,2022-12-16,,,,,,,,,
91637,8341,ITFollow,001,0,2022-12-16,,,,,,,,,
91638,8367,ITFollow,001,0,2022-12-16,,,,,,,,,
91639,8374,ITFollow,001,0,2022-12-16,,,,,,,,,
91640,8404,ITFollow,001,0,2022-12-16,,,,,,,,,
91641,8411,ITFollow,001,0,2022-12-16,,,,,,,,,
91642,8422,ITFollow,001,0,2022-12-16,,,,,,,,,
91643,8429,ITFollow,001,0,2022-12-16,,,,,,,,,
91644,8438,ITFollow,001,0,2022-12-16,,,,,,,,,
91645,8442,ITFollow,001,0,2022-12-16,,,,,,,,,
91646,8443,ITFollow,001,0,2022-12-16,,,,,,,,,
91647,8454,ITFollow,001,0,2022-12-16,,,,,,,,,
91648,8462,ITFollow,001,0,2022-12-16,,,,,,,,,
91649,8463,ITFollow,001,0,2022-12-16,,,,,,,,,
91650,8464,ITFollow,001,0,2022-12-16,,,,,,,,,
91651,8466,ITFollow,001,0,2022-12-16,,,,,,,,,
91652,8467,ITFollow,001,0,2022-12-16,,,,,,,,,
91653,8473,ITFollow,001,0,2022-12-16,,,,,,,,,
91654,8478,ITFollow,001,0,2022-12-16,,,,,,,,,
91655,8481,ITFollow,001,0,2022-12-16,,,,,,,,,
91656,8482,ITFollow,001,0,2022-12-16,,,,,,,,,
91657,8488,ITFollow,001,0,2022-12-16,,,,,,,,,
91658,8499,ITFollow,001,30,2022-12-16,100.3930499117455,2019-03-22,long,1.0,2019-05-07,89.05835072816133,-11.72,267.18,161.98
91659,8499,ITFollow,001,0,2022-12-16,,,,,,,,,
91660,8926,ITFollow,001,0,2022-12-16,,,,,,,,,
91661,8940,ITFollow,001,0,2022-12-16,,,,,,,,,
91662,8996,ITFollow,001,30,2022-12-16,51.83849373874522,2014-02-26,long,1.0,2014-04-10,58.1282309790463,11.62,174.38,94.02
91663,8996,ITFollow,001,30,2022-12-16,59.372354828776196,2014-06-23,long,1.0,2014-08-04,54.81056737976661,-8.12,164.43,97.63
91664,8996,ITFollow,001,30,2022-12-16,43.83092153519921,2016-02-26,long,1.0,2016-04-13,46.257276120183455,5.04,138.77,77.03
91665,8996,ITFollow,001,30,2022-12-16,54.63211291351616,2016-05-25,long,1.0,2016-07-06,48.44882219694342,-11.75,145.35,88.13
91666,8996,ITFollow,001,30,2022-12-16,60.181912888813606,2020-01-08,long,1.0,2020-02-27,68.70081380001552,13.63,206.1,110.19
91667,8996,ITFollow,001,30,2022-12-16,56.70107165627948,2020-04-22,long,1.0,2020-06-03,67.4183986090819,18.36,202.26,106.12
91668,8996,ITFollow,001,30,2022-12-16,74.8,2022-07-29,long,1.0,2022-09-08,114.0,51.73,342.0,161.42
91669,8996,ITFollow,001,29,2022-12-16,150.0,2022-11-08,long,1.0,,,12.15,,
91670,9103,ITFollow,001,0,2022-12-16,,,,,,,,,
91671,910322,ITFollow,001,0,2022-12-16,,,,,,,,,
91672,9105,ITFollow,001,0,2022-12-16,,,,,,,,,
91673,910861,ITFollow,001,0,2022-12-16,,,,,,,,,
91674,9110,ITFollow,001,0,2022-12-16,,,,,,,,,
91675,911608,ITFollow,001,0,2022-12-16,,,,,,,,,
91676,911622,ITFollow,001,0,2022-12-16,,,,,,,,,
91677,911868,ITFollow,001,0,2022-12-16,,,,,,,,,
91678,912000,ITFollow,001,0,2022-12-16,,,,,,,,,
91679,9136,ITFollow,001,0,2022-12-16,,,,,,,,,
91680,9802,ITFollow,001,0,2022-12-16,,,,,,,,,
91681,9902,ITFollow,001,0,2022-12-16,,,,,,,,,
91682,9904,ITFollow,001,0,2022-12-16,,,,,,,,,
91683,9905,ITFollow,001,0,2022-12-16,,,,,,,,,
91684,9906,ITFollow,001,0,2022-12-16,,,,,,,,,
91685,9907,ITFollow,001,0,2022-12-16,,,,,,,,,
91686,9908,ITFollow,001,0,2022-12-16,,,,,,,,,
91687,9910,ITFollow,001,0,2022-12-16,,,,,,,,,
91688,9911,ITFollow,001,0,2022-12-16,,,,,,,,,
91689,9912,ITFollow,001,0,2022-12-16,,,,,,,,,
91690,9914,ITFollow,001,0,2022-12-16,,,,,,,,,
91691,9917,ITFollow,001,0,2022-12-16,,,,,,,,,
91692,9918,ITFollow,001,0,2022-12-16,,,,,,,,,
91693,9919,ITFollow,001,0,2022-12-16,,,,,,,,,
91694,9921,ITFollow,001,0,2022-12-16,,,,,,,,,
91695,9924,ITFollow,001,0,2022-12-16,,,,,,,,,
91696,9925,ITFollow,001,0,2022-12-16,,,,,,,,,
91697,9926,ITFollow,001,0,2022-12-16,,,,,,,,,
91698,9927,ITFollow,001,0,2022-12-16,,,,,,,,,
91699,9928,ITFollow,001,0,2022-12-16,,,,,,,,,
91700,9929,ITFollow,001,0,2022-12-16,,,,,,,,,
91701,9930,ITFollow,001,0,2022-12-16,,,,,,,,,
91702,9931,ITFollow,001,0,2022-12-16,,,,,,,,,
91703,9933,ITFollow,001,0,2022-12-16,,,,,,,,,
91704,9934,ITFollow,001,0,2022-12-16,,,,,,,,,
91705,9935,ITFollow,001,0,2022-12-16,,,,,,,,,
91706,9937,ITFollow,001,0,2022-12-16,,,,,,,,,
91707,9938,ITFollow,001,0,2022-12-16,,,,,,,,,
91708,9939,ITFollow,001,0,2022-12-16,,,,,,,,,
91709,9940,ITFollow,001,0,2022-12-16,,,,,,,,,
91710,9941,ITFollow,001,0,2022-12-16,,,,,,,,,
91711,9942,ITFollow,001,30,2022-12-16,50.37441529295928,2013-09-04,long,1.0,2013-10-17,46.234924782159844,-8.66,138.7,82.6
91712,9942,ITFollow,001,30,2022-12-16,78.3318973582047,2014-03-04,long,1.0,2014-04-15,81.51612082805042,3.58,244.55,136.67
91713,9942,ITFollow,001,0,2022-12-16,,,,,,,,,
91714,9943,ITFollow,001,0,2022-12-16,,,,,,,,,
91715,9944,ITFollow,001,0,2022-12-16,,,,,,,,,
91716,9945,ITFollow,001,0,2022-12-16,,,,,,,,,
91717,9946,ITFollow,001,0,2022-12-16,,,,,,,,,
91718,9955,ITFollow,001,0,2022-12-16,,,,,,,,,
91719,9958,ITFollow,001,0,2022-12-16,,,,,,,,,
